,MAGNT Research Report (BRIS Journal of Advances in Science and Technology)​
,Malti: International Hindi e-Research Journal (मालती: अंतर्राष्ट्रीय हिंदी इ-शोध)
,Marine Drugs
,Material Design & Processing Communications
,Material Science Research India
,Materials
,Materials Proceedings *
,Materials Sciences and Applications
,Mathematical and Computational Applications
,Mathematical and Computational Applications (MCA)
,Mathematical Problems in Engineering
,Mathematics
,"Mechanics, Materials Science & Engineering Journal (MMSE Journal)"
,"Mechanics, Materials Science & Engineering Journal (MMSE)"
,Mediators of Inflammation
,Medical – Surgical Nursing Journal (MEDSNJ)
,Medical Research Archives
,Medical Sciences
,Medical Sciences Forum *
,Medicina
,Medicines
,Medico Research Chronicles
,Mediterranean Journal of Biosciences (MJB)
,Mediterranean Journal of Chemistry
,Mediterranean Journal of Modeling & Simulation
,Mediterranean Journal of Physics
,MedLife Clinics
,Membranes
,Mental Illness
,Merits
,Metabolites
,Metals
,Meteorology
,Methane
,Methods and Protocols
,Metrology
,Micro
,Microbiology Research
,Micromachines
,Microorganisms
,Microplastics
,Microscopy Research
,Minerals
,Minimally Invasive Surgery
,Mining
,Mintage Journal of Pharmaceutical and Medical Sciences
,Mitteilungen Klosterneuburg
,Mitteilungen Saechsischer Entomologen (published by James Publications)
,Mobile Information Systems
,Modeling and Numerical Simulation of Material Science
,Modelling
,Modelling and Simulation in Engineering
,Modern Behavioral Science
,Modern Chemotherapy
,Modern Economy
,Modern Instrumentation
,Modern Journal of Language Teaching Methods (MJLTM)
,Modern Mechanical Engineering
,Modern Plastic Surgery
,Modern Research in Catalysis
,Modern Research in Inflammation
,Molbank
,Molecular Imaging
,Molecules
,Mugla Journal of Science and Technology (Muğla Journal of Science and Technology)
,Multidisciplinary Scientific Reviewer
,Multimodal Technologies and Interaction
,Multiple Sclerosis International
,Munis Entomology & Zoology
,Muscles
,Nanoenergy Advances
,Nanomanufacturing
,Nanomaterials
,Nanomaterials and Nanotechnology
,NanoWorld Journal (NWJ)
,National Journal of Basic Medical Sciences
,National Journal of Commerce and Management (NJCM)
,National Journal of Community Medicine
,National Journal of Medical and Dental Research
,"National Journal of Physiology, Pharmacy, and Pharmacology"
,Natural Resources
,Natural Science
,NDT
,Network
,Neural Plasticity
,Neuroglia
,Neurology International
,Neurology Research International
,Neuropsychiatry (London) (connection to Longdom)
,NeuroSci
,Neuroscience and Medicine
,New Directions for Child and Adolescent Development
,New Journal of Glass and Ceramics
,Nitrogen
,Non-Coding RNA
,North American Journal of Medical Sciences (published by Medknow)
,Norwegian Journal of Development of the International Science
,Nursing and Midwifery Studies (published by Medknow)
,Nursing Forum
,Nursing Reports
,Nursing Research and Practice
,Nutraceuticals
,Nutrients
,Obesities
,Obstetrics and Gynecology International
,Occupational Diseases and Environmental Medicine
,Occupational Therapy International
,Oceans
,OIDA International Journal of Sustainable Development
,Onco
,Oncology Reviews
,"Oncology, Gastroenterology and Hepatology Reports (published by eManuscript, a publishing division of Phcog.Net)"
,Oncoscience
,Oncotarget
,Online International Interdisciplinary Research Journal
,Online Journal of Communication and Media Technologies
,Online Journal of Library & Information Science (OJLIS)
,Opción (hijacker of a legitimate journal)
,Open Access Journal of Science and Technology
,Open Access Library Journal
,Open Journal of Accounting
,Open Journal of Acoustics
,Open Journal of Air Pollution
,Open Journal of Anesthesiology
,Open Journal of Animal Sciences
,Open Journal of Antennas and Propagation
,Open Journal of Apoptosis
,Open Journal of Applied Biosensor
,Open Journal of Applied Sciences
,Open Journal of Biophysics
,Open Journal of Blood Diseases
,Open Journal of Business and Management
,Open Journal of Civil Engineering
,Open Journal of Clinical & Medical Case Reports
,Open Journal of Clinical & Medical Sciences
,Open Journal of Clinical Diagnostics
,Open Journal of Composite Materials
,Open Journal of Depression
,Open Journal of Discrete Mathematics
,Open Journal of Earthquake Research
,Open Journal of Ecology
,Open Journal of Emergency Medicine
,Open Journal of Endocrine and Metabolic Diseases
,Open Journal of Energy Efficiency
,Open Journal of Epidemiology
,Open Journal of Fluid Dynamics
,Open Journal of Forestry
,Open Journal of Gastroenterology
,Open Journal of Genetics
,Open Journal of Geology
,Open Journal of Immunology
,Open Journal of Inorganic Chemistry
,Open Journal of Inorganic Non-metallic Materials
,Open Journal of Internal Medicine
,Open Journal of Leadership
,Open Journal of Marine Science
,Open Journal of Medical Imaging
,Open Journal of Medical Microbiology
,Open Journal of Medical Psychology
,Open Journal of Medicinal Chemistry
,Open Journal of Metal
,Open Journal of Microphysics
,Open Journal of Modelling and Simulation
,Open Journal of Modern Hydrology
,Open Journal of Modern Linguistics
,Open Journal of Modern Neurosurgery
,Open Journal of Molecular and Integrative Physiology
,Open Journal of Nephrology
,Open Journal of Nursing
,Open Journal of Obstetrics and Gynecology
,Open Journal of Ophthalmology
,Open Journal of Optimization
,Open Journal of Organ Transplant Surgery
,Open Journal of Organic Polymer Materials
,Open Journal of Orthopedics
,Open Journal of Pathology
,Open Journal of Pediatrics
,Open Journal of Philosophy
,Open Journal of Physical Chemistry
,Open Journal of Political Science
,Open Journal of Polymer Chemistry
,Open Journal of Preventive Medicine
,Open Journal of Psychiatry
,Open Journal of Radiology
,Open Journal of Regenerative Medicine
,Open Journal of Respiratory Diseases
,Open Journal of Rheumatology and Autoimmune Diseases
,Open Journal of Safety Science and Technology
,Open Journal of Social Sciences
,Open Journal of Soil Science
,Open Journal of Statistics
,Open Journal of Stomatology
,Open Journal of Synthesis Theory and Applications
,Open Journal of Therapy and Rehabilitation
,Open Journal of Thoracic Surgery
,Open Journal of Urology
,Open Journal of Veterinary Medicine
,Open Journal of Yangtze Oil and Gas
,Optics
,Optics and Photonics Journal
,Oral
,Organics
,Organoids
,Oriental Journal of Chemistry
,Oriental Journal of Computer Science and Technology
,Osteology
,Oxidative Medicine and Cellular Longevity
,Oxygen
,Paideuma Journal of Research (also here) (hijacker of a legitimate journal)
,Pain Research and Management
,Pain Studies and Treatment
,Palma Journal
,Parasitologia
,Paripex Indian Journal of Research (PIJR)
,Parkinson’s Disease
,Particles
,Path of Science (Traektoriâ Nauki)
,Pathogens
,Pathology and Oncology Research
,Pathophysiology
,Pattern Recognition in Physics
,Pediatric Diabetes
,Pediatric Reports
,People’s Journal of Scientific Research
,Perspectives in Psychiatric Care
,Pharma Innovation
,Pharmaceutical and Biological Evaluations
,Pharmaceuticals
,Pharmaceutics
,Pharmacie Globale: International Journal of Comprehensive Pharmacy (IJCP)
,Pharmacoepidemiology
,Pharmacognosy Magazine (published by Phcog.Net)
,Pharmacognosy Research (published by Medknow)
,Pharmacognosy Reviews (published by Phcog.Net)
,Pharmacognosy: Journal of Pharmacognosy and Phytochemistry
,Pharmacologia
,Pharmacology & Pharmacy
,PharmacologyOnline (PhOL)
,Pharmacy
,PHARMANEST: An International Journal of Advances in Pharmaceutical Sciences
,Philosophies
,Photochem
,Photonics
,Phycology
,Physchem
,Physical Education and Sports Research Journal (Academic Sports Scholars)
,Physical Sciences Forum *
,Physics
,Physiologia
,Pioneer-scientists (Pioneer Scientists)
,Plant Digest
,Plants
,Plants Journal / Journal of Medicinal Plants Studies
,Plasma
,Platforms
,POLISH POLAR RESEARCH (hijacker of a legitimate journal)
,Pollutants
,Polymer Crystallization
,Polymers
,Polysaccharides
,Positioning
,Poultry
,Powders
,PPAR Research
,Preslia Journal (hijacker of a legitimate journal)
,Proceedings *
,Processes
,Professionals Center for Business Research
,Progress in Physics
,Prostate Cancer
,Prosthesis
,Proteomes
,Psych
,Psyche: A Journal of Entomology
,Psychiatry International
,Psychiatry Journal
,Psychoactives
,Psychology
,Public Health Reviews
,Publications
,Pulmonary Medicine
,PunarnaV
,Pyxis Journal
,Quantum Beam Science
,Quantum Engineering
,Quantum Reports
,Quarterly Physics Review
,Quaternary
,Radiation
,Radiology Research and Practice
,Reactions
,Receptors
,Recycling
,Reef Resources Assessment and Management Technical Paper
,Rehabilitation Research and Practice
,Religions
,Remedy Open Access
,Remote Sensing
,Reports
,Reproductive Medicine
,Research Ambition
,Research Chronicler
,Research Chronicles (Research Chronicle in Health Sciences)
,Research Dimension
,Research Directions: International Multidisciplinary Research Journal (Research Directions Journal)
,Research in Biotechnology
,Research in Pharmacy and Health Sciences
,Research Innovator
,Research Inspiration
,Research Inventy: International Journal of Engineering and Science
,"Research Journal of Life Sciences, Bioinformatics, Pharmaceutical, and Chemical Sciences (RJLBPCS)"
,"Research Journal of Pharmaceutical, Biological and Chemical Sciences (RJPBCS)"
,Research on Modern Higher Education (published by Asian Academic Press)
,Research Opinions in Animal and Veterinary Sciences (ROAVS)
,Research Scholar
,Research (French version)
,"Research, Society and Development"
,ResearchDesk
,Researchers World – Journal of Arts Science & Commerce
,Resources
,Review of Research
,Reviews of Progress
,Revista de Educacion (hijacker of a legitimate journal)
,Revista Electrónica de las Ciencias Computacionales e Informática (RECI)
,Revista Iberoamericana de Ciencas
,"Revista Iberoamericana de Contaduría, Economía y Administración (RICEA)"
,Revista Iberoamericana de las Ciencias Biológicas y Agropecuarias (CIBA) (also here)
,Revista Iberoamericana de las Ciencias de la Salud (RICS)
,Revista Iberoamericana de las Ciencias Sociales y Humanísticas (RICSH)
,Revista Iberoamericana para la Investigación y el Desarrollo Educativo (RIDE)
,Revista Sodebras (Soluções para o Desenvolvimento do País)
,"Revistas Electrónicas UACh (AUS Journal, also here) (hijacker of a legitimate journal)"
,"RGUSH Journal of Pharmaceutical Sciences (published by eManuscript, a publishing division of Phcog.Net)"
,Rheumato
,Risks
,Robotics
,Romanian Biotechnological Letters
,Ruminants
,Safety
,Sanskruti International Multidisciplinary Research Journal (SIMRJ)
,Sarcoma
,Scanning
,Schizophrenia Research and Treatment
,Scholarly Research Exchange
,Scholars World- International Refereed Multidisciplinary Journal Of Contemporary Research
,Sci
,Science and Engineering Applications (SAEA)
,Science and Technology of Nuclear Installations
,Science International
,Science International (Lahore)
,Science Park
,Science Postprint (SPP)
,Science Research Reporter
,Science Reuters
,Scientia Pharmaceutica
,Scientific Light
,Scientific Programming
,Scientific Research Journal of India
,Scientific Research Journal (Scirj)
,Scientific Researches
,Scientific Transactions in Environment and Technovation
,Scientific World
,Scientifica
,Sclerosis
,"Scottish Journal of Arts, Social Sciences and Scientific Studies (SJASS)"
,SCRO Annual Report Journal
,Security and Communication Networks
,Seeds
,Sensors
,Sensors & Transducers Journal
,Separations
,Seventh Sense Research Group Journal
,Sexes
,Shiraz E-Medical Journal
,Shiv Rudraksha International Journal of Advanced Research in Engineering & Management
,Shock and Vibration
,Signa Vitae – Journal of Intensive Care and Emergency Medicine
,Signals
,"Singaporean Journal of Business Economics and Management Studies (SJBEM) (connected to Arabian Group of Journals, AGJ)"
,Sinusitis
,Sleep Disorders
,Smart & Young
,Smart Cities
,Smart Grid and Renewable Energy
,Smart Nanosystems in Engineering and Medicine
,Social Networking
,Social Sciences
,Societies
,"Society: Politics, Economics, Law (Obŝestvo: Politika, Èkonomika, Pravo) (published by LLC Publishing House KHORS)"
,Sociology Mind
,Soft
,Soft Nanoscience Letters
,Software
,Soil Systems
,Solar
,Solids
,South Asian Journal of Food Technology and Environment
,South Asian Journal of Mathematics
,South Indian Journal Of Biological Sciences
,South Pacific Journal of Pharma and Bio Sciences (SPJPBS)
,South Pacific Journal of Technology and Science (SPJTS)
,Southeast European and Black Sea Studies
,Spanish Journal of Soil Science
,Spectral Analysis Review
,Spectroscopy Journal
,Sport Science
,Sports
,Standards
,Stats
,Stem Cell Discovery
,Stem Cells International
,Stresses
,Stroke Research and Treatment
,Structural Control and Health Monitoring
,Surfaces
,Surgeries
,Surgery Research and Practice
,Surgical Science
,Surgical Techniques Development
,Sustainability
,Sustainable Chemistry
,Swedish Journal of Scientific Research (SJSR)
,Swiss Chinese Law Review Journal
,Swiss Journal of Research in Business and Social Science (SJRBSS)
,Symmetry
,SynBio
,Systems
,Tactful Management Research Journal (TMRJ)
,Targets
,Taxonomy
,Taylors Science Gate
,Technical Journal of Engineering and Applied Sciences (TJEAS)
,Technics Technologies Education Management
,Technologies
,Technology and Investment
,Technology Reports of Kansai University (hijacker of a legitimate journal)
,Tehnički vjesnik: Technical Gazette (TV-TG)
,Telecom
,TEST: Engineering & Management (hijacker of a legitimate journal)
,Textiles
,Thalassemia Reports
,The Advanced Science Journal
,The Bioscan
,The Breast Journal
,"The Business Review, Cambridge"
,The Criterion: An International Journal in English
,The IIOAB Journal
,The IJES: The International Journal of Engineering and Science
,The International Asian Research Journal (TIARJ)
,The International Journal of Business & Management (The IJBM)
,The International Journal of Educational and Psychological Assessment
,The International Journal of Humanities & Social Studies
,"The International Journal of Knowledge, Innovation and Entreprenurship"
,The International Journal of Management
,The International Journal of Science & Technoledge
,The International Journal of Social and Applied Sciences
,The International Journal of Social Sciences (TIJOSS)
,The Journal of Academic Social Science Studies (JASSS)
,"The Journal of American Academy of Business, Cambridge"
,"The Journal of American Business Review, Cambridge"
,The Journal of Medical Research
,The Macrotheme Review
,The Modern Journal of Applied Linguistics (MJAL)
,The New American Journal of Medicine (NAJMED)
,The Online Journal of Distance Education and e-Learning (TOJDEL)
,The Online Journal of New Horizons in Education (TOJNED)
,The Online Journal of Science and Technology (TOJSAT)
,The Pharma Research (Journal)
,The Scientific World Journal
,"The Turkish Nephrology, Dialysis and Transplantation Journal"
,The Ulutas Medical Journal
,The Advance Journals of Engineering Mathematics and Computer Sciences (AJEMCS)
,The Annals of EURASIAN MEDICINE
,The Caspian Sea Journal (CSJ)
,The Dawn Journal
,The Electronic Journal of Geotechnical Engineering (EJGE)
,The Experiment
,The International Interdisciplinary Journal of Education (IIJE)
,The Journal of Internet Banking and Commerce
,The Journal of Mathematics and Computer Science (JMCS)
,The Journal of Nonlinear Science and Applications (JNSA)
,The Journal of Pharmaceutical and Scientific Innovation (JPSI)
,The Journal of Reading and Literacy (JRL)
,The Pharmaceutical and Chemical Journal
,The Scitech Journal
,Theoretical Economics Letters
,Thermo
,Tomography
,Tourism and Hospitality
,Toxics
,Toxins
,Transboundary and Emerging Diseases
,Translational Medicine and Biotechnology (TMB)
,Translational Sports Medicine
,Transnational Journal of Science and Technology (TJST)
,Transplant International
,Transplantology
,Transworld Medical Journal (TWMJ)
,Trauma Care
,Trends in Higher Education
,Trends Journal of Sciences Research (TJSR)
,Tropical Medicine and Infectious Disease
,Tropical Plant Research
,Tuberculosis Research and Treatment
,Turkish Journal of Physiotherapy and Rehabilitation (hijacker of a legitimate journal)
,Turkish Journal of Scientific Research
,Turkish Online Journal of Educational Technology (TOJET)
,Ultra Engineer
,Ulutas Genetic Research Journal
,Universal Journal of Applied Computer Science and Technology
,Universal Journal of Computer Science and Engineering Technology (UniCSE)
,Universal Journal of Pharmaceutical Research (UJPR)
,Universal Journal of Pharmacy (UJP Online)
,Universe
,Universe of Emerging Technology and Science (UNIETS)
,Urban Science
,Uro
,Vaccines
,Vehicles
,Venereology
,Veterinary Medicine International
,Veterinary Sciences
,Vibration
,Virtual Worlds
,Viruses
,Visi Jurnal Akademik
,Vision
,Voice of the Publisher
,Waste
,Water
,Weberbauerella
,Weekly Science International Research Journal
,Wind
,Wireless Communications and Mobile Computing
,Wireless Engineering and Technology
,Wireless Power Transfer
,Wireless Sensor Network
,Women
,World
,World Academy of Informatics and Management Sciences (WAIMS)
,World Applied Sciences Journal
,World Electric Vehicle Journal
,World Essays Journal (WEJ)
,World Journal of AIDS
,World Journal of Cardiovascular Diseases
,World Journal of Cardiovascular Surgery
,World Journal of Condensed Matter Physics
,World Journal of Engineering and Technology
,World Journal of Engineering Research and Technology (WJERT)
,"World Journal of Environmental Biosciences (WJEB, also called World Journal of Environmental Biology)"
,World Journal of Innovative Research (WJIR)
,World Journal of Mechanics
,World Journal of Nano Science and Engineering
,World Journal of Neuroscience
,World Journal of Nuclear Science and Tecnology
,World Journal of Pharmaceutical and Life Sciences (WJPLS)
,World Journal of Pharmaceutical and Medical Research (WJPMR)
,World Journal of Pharmaceutical Research (WJPR)
,World Journal of Pharmaceutical Sciences (WJPS)
,World Journal of Pharmacy and Pharmaceutical Sciences (WJPPS)
,World Journal of Research and Review (WJRR)
,World Journal of Science and Technology (WJST)
,World Journal of Vaccines
,World Medical Student Journal (WorldMSJ)
,World Nutrition (WPHNA)
,World Scientific News
,World Wide Journal of Multidisciplinary Research and Development
,Yangtze Medicine
,Youth
,Zoonotic Diseases
